timestamp,ch1_celsius,ch2_celsius,ch3_celsius,ch4_celsius
2025-12-03T19:55:47.475299,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:48.500321,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:49.525035,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:50.549982,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:51.573631,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:52.597810,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:53.622169,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:54.645551,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:55.669869,23.4,23.2,ERROR,ERROR
2025-12-03T19:55:56.694187,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:57.717398,23.4,23.2,ERROR,ERROR
2025-12-03T19:55:58.742067,23.4,23.2,ERROR,ERROR
2025-12-03T19:55:59.769197,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:00.792698,23.4,23.2,ERROR,ERROR
2025-12-03T19:56:01.817009,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:02.841188,23.4,23.2,ERROR,ERROR
2025-12-03T19:56:03.864537,23.4,23.2,ERROR,ERROR
2025-12-03T19:56:04.888782,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:05.913248,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:06.936564,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:07.960787,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:08.984968,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:10.008088,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:11.031927,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:12.056212,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:13.079521,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:14.103733,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:15.128103,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:16.151678,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:17.175631,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:18.200110,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:19.224584,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:20.249659,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:21.274182,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:22.298360,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:23.322779,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:24.347062,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:25.371204,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:26.394780,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:27.419161,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:28.443567,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:29.467705,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:30.491975,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:31.516467,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:32.540838,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:33.565071,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:34.589400,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:35.613429,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:36.637922,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:37.662202,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:38.685371,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:39.709665,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:40.733941,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:41.758440,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:42.783062,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:43.807060,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:44.831432,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:45.855830,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:46.880059,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:47.903440,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:48.928001,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:49.952104,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:50.976299,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:52.000694,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:53.025122,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:54.049652,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:55.073757,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:56.097859,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:57.122131,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:58.145462,23.3,23.2,ERROR,ERROR
2025-12-03T19:56:59.169795,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:00.194207,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:01.218533,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:02.242701,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:03.266946,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:04.291331,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:05.316317,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:06.340941,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:07.365119,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:08.389640,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:09.413797,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:10.438005,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:11.462518,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:12.486635,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:13.511291,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:14.536341,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:15.560705,23.3,23.2,ERROR,ERROR
